CNPJ;ESTABELECIMENTO COMERCIAL;NOTA;DATA DE EMISSÃO;VALOR;CRÉDITO;SITUAÇÃO DO CRÉDITO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38167;03/03/2017;R$ 8,25;R$ 0,10;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28376;03/03/2017;R$ 15,00;R$ 0,07;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38185;03/03/2017;R$ 21,48;R$ 0,27;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);39299;03/03/2017;R$ 2,07;R$ 0,02;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);39553;03/03/2017;R$ 9,78;R$ 0,12;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);32102;03/03/2017;R$ 58,88;R$ 0,66;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28414;03/03/2017;R$ 7,50;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28419;03/03/2017;R$ 16,00;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28413;03/03/2017;R$ 5,25;R$ 0,02;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);42662;03/03/2017;R$ 31,33;R$ 0,35;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);38692;03/03/2017;R$ 28,04;R$ 0,31;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);16841;03/03/2017;R$ 70,62;R$ 0,79;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28437;03/03/2017;R$ 16,00;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28383;03/03/2017;R$ 5,25;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);11318;03/03/2017;R$ 25,55;R$ 0,13;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);42499;03/03/2017;R$ 34,67;R$ 0,39;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);30220;03/03/2017;R$ 9,95;R$ 0,11;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);21915;03/03/2017;R$ 9,09;R$ 0,10;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);21932;03/03/2017;R$ 6,51;R$ 0,07;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);28906;03/03/2017;R$ 63,79;R$ 0,81;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);31951;03/03/2017;R$ 21,92;R$ 0,28;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38202;03/03/2017;R$ 8,65;R$ 0,11;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);34388;03/03/2017;R$ 18,08;R$ 0,23;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);34500;03/03/2017;R$ 8,93;R$ 0,11;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38174;03/03/2017;R$ 6,27;R$ 0,08;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);36780;03/03/2017;R$ 3,32;R$ 0,04;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);48204;03/03/2017;R$ 91,16;R$ 1,16;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28403;03/03/2017;R$ 7,75;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28389;03/03/2017;R$ 6,00;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28398;03/03/2017;R$ 5,00;R$ 0,02;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);14596;03/03/2017;R$ 45,09;R$ 0,50;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);50429;03/03/2017;R$ 12,41;R$ 0,14;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);45750;03/03/2017;R$ 8,95;R$ 0,10;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);29095;03/03/2017;R$ 33,13;R$ 0,42;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28379;03/03/2017;R$ 13,75;R$ 0,07;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);11322;03/03/2017;R$ 2,20;R$ 0,01;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);11274;03/03/2017;R$ 0,78;R$ 0,00;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);34372;03/03/2017;R$ 11,61;R$ 0,14;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);31886;03/03/2017;R$ 13,97;R$ 0,17;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28377;03/03/2017;R$ 8,75;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);11290;03/03/2017;R$ 9,36;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);11276;03/03/2017;R$ 9,85;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28432;03/03/2017;R$ 29,50;R$ 0,15;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28420;03/03/2017;R$ 5,00;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28412;03/03/2017;R$ 5,25;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28434;03/03/2017;R$ 7,50;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28410;03/03/2017;R$ 8,25;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28395;03/03/2017;R$ 11,00;R$ 0,05;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;80243;03/03/2017;R$ 5,00;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28362;03/03/2017;R$ 6,00;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28361;03/03/2017;R$ 16,00;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28359;03/03/2017;R$ 3,99;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28355;03/03/2017;R$ 25,50;R$ 0,13;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);12271;03/03/2017;R$ 63,95;R$ 0,78;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);14569;03/03/2017;R$ 68,53;R$ 0,77;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);47582;03/03/2017;R$ 2,44;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39646;03/03/2017;R$ 12,60;R$ 0,15;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);36181;03/03/2017;R$ 1,99;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);32174;03/03/2017;R$ 16,52;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49881;03/03/2017;R$ 4,15;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);26049;03/03/2017;R$ 15,28;R$ 0,18;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);47525;03/03/2017;R$ 14,09;R$ 0,15;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);13939;03/03/2017;R$ 27,09;R$ 0,30;CALCULADO
24.680.435/0001-92;BRUNO VITOR SURECK ME;7935;03/03/2017;R$ 19,90;R$ 0,00;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);45133;03/03/2017;R$ 77,71;R$ 0,87;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28384;03/03/2017;R$ 6,75;R$ 0,03;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);21905;03/03/2017;R$ 1,68;R$ 0,01;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);47503;03/03/2017;R$ 10,26;R$ 0,11;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);29098;03/03/2017;R$ 11,98;R$ 0,15;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);34467;03/03/2017;R$ 37,43;R$ 0,47;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38289;03/03/2017;R$ 19,63;R$ 0,25;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);39078;03/03/2017;R$ 237,24;R$ 3,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28385;03/03/2017;R$ 2,60;R$ 0,01;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;250;03/03/2017;R$ 50,44;R$ 0,00;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;249;03/03/2017;R$ 60,76;R$ 0,00;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;243;03/03/2017;R$ 25,41;R$ 0,00;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;244;03/03/2017;R$ 26,13;R$ 0,00;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);16758;03/03/2017;R$ 5,48;R$ 0,06;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);14499;03/03/2017;R$ 56,76;R$ 0,64;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);14508;03/03/2017;R$ 12,74;R$ 0,14;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);21917;03/03/2017;R$ 48,41;R$ 0,54;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);42625;03/03/2017;R$ 27,00;R$ 0,30;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);29013;03/03/2017;R$ 5,56;R$ 0,07;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);28924;03/03/2017;R$ 16,46;R$ 0,21;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);50469;03/03/2017;R$ 7,93;R$ 0,08;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);31911;03/03/2017;R$ 52,52;R$ 0,67;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38155;03/03/2017;R$ 62,49;R$ 0,79;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);31962;03/03/2017;R$ 15,41;R$ 0,19;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44589;03/03/2017;R$ 80,85;R$ 1,03;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);48046;03/03/2017;R$ 5,14;R$ 0,06;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);48135;03/03/2017;R$ 41,92;R$ 0,53;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);16674;03/03/2017;R$ 1,53;R$ 0,01;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);47540;03/03/2017;R$ 59,84;R$ 0,67;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);21929;03/03/2017;R$ 100,02;R$ 1,13;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;246;03/03/2017;R$ 96,23;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28372;03/03/2017;R$ 29,00;R$ 0,15;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);38774;03/03/2017;R$ 59,00;R$ 0,66;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);31931;03/03/2017;R$ 18,94;R$ 0,24;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);36776;03/03/2017;R$ 5,75;R$ 0,07;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);50455;03/03/2017;R$ 22,89;R$ 0,25;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);42497;03/03/2017;R$ 43,65;R$ 0,49;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28397;03/03/2017;R$ 5,00;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28381;03/03/2017;R$ 8,00;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28399;03/03/2017;R$ 1,27;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28378;03/03/2017;R$ 16,50;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28424;03/03/2017;R$ 10,50;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28416;03/03/2017;R$ 16,50;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28429;03/03/2017;R$ 17,50;R$ 0,09;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28418;03/03/2017;R$ 7,25;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28417;03/03/2017;R$ 8,25;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28408;03/03/2017;R$ 10,00;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28388;03/03/2017;R$ 10,25;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28427;03/03/2017;R$ 8,00;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28431;03/03/2017;R$ 8,25;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28404;03/03/2017;R$ 7,25;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28394;03/03/2017;R$ 5,00;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28387;03/03/2017;R$ 25,50;R$ 0,13;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);47530;03/03/2017;R$ 23,85;R$ 0,26;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);51923;03/03/2017;R$ 12,76;R$ 0,15;CALCULADO
05.217.618/0001-21;CRIATIVA PRODUTOS AGROPECUARIOS LTDA;24090;03/03/2017;R$ 24,99;R$ 0,33;CALCULADO
05.217.618/0001-21;CRIATIVA PRODUTOS AGROPECUARIOS LTDA;24126;03/03/2017;R$ 4,50;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34831;03/03/2017;R$ 61,08;R$ 0,74;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29736;03/03/2017;R$ 14,90;R$ 0,18;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);53619;03/03/2017;R$ 35,06;R$ 0,43;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);53618;03/03/2017;R$ 66,06;R$ 0,81;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49924;03/03/2017;R$ 28,72;R$ 0,35;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37143;03/03/2017;R$ 2,98;R$ 0,03;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);45409;03/03/2017;R$ 17,03;R$ 0,20;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;80257;03/03/2017;R$ 31,50;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41768;03/03/2017;R$ 33,73;R$ 0,41;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41769;03/03/2017;R$ 34,55;R$ 0,42;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);47549;03/03/2017;R$ 3,58;R$ 0,04;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);10606;03/03/2017;R$ 15,24;R$ 0,18;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);30911;03/03/2017;R$ 21,54;R$ 0,24;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);45622;03/03/2017;R$ 8,10;R$ 0,09;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34719;03/03/2017;R$ 7,24;R$ 0,08;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);50096;03/03/2017;R$ 30,15;R$ 0,36;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29815;03/03/2017;R$ 32,54;R$ 0,39;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29819;03/03/2017;R$ 14,79;R$ 0,18;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);53651;03/03/2017;R$ 54,83;R$ 0,67;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);25139;03/03/2017;R$ 48,44;R$ 0,54;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49953;03/03/2017;R$ 3,96;R$ 0,04;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);51894;03/03/2017;R$ 16,32;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49951;03/03/2017;R$ 25,26;R$ 0,30;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34765;03/03/2017;R$ 43,11;R$ 0,52;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29821;03/03/2017;R$ 4,55;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);18094;03/03/2017;R$ 40,59;R$ 0,49;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);4260;03/03/2017;R$ 12,85;R$ 0,15;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34832;03/03/2017;R$ 53,13;R$ 0,65;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);51893;03/03/2017;R$ 12,10;R$ 0,14;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33235;03/03/2017;R$ 7,82;R$ 0,09;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);25994;03/03/2017;R$ 23,45;R$ 0,28;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);50103;03/03/2017;R$ 18,22;R$ 0,22;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41359;03/03/2017;R$ 78,07;R$ 0,95;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34678;03/03/2017;R$ 1,58;R$ 0,01;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);45560;03/03/2017;R$ 64,39;R$ 0,79;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49936;03/03/2017;R$ 1,47;R$ 0,01;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33215;03/03/2017;R$ 2,25;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);18135;03/03/2017;R$ 125,30;R$ 1,53;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);4221;03/03/2017;R$ 29,28;R$ 0,35;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33805;03/03/2017;R$ 9,38;R$ 0,11;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33594;03/03/2017;R$ 8,06;R$ 0,09;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);26081;03/03/2017;R$ 49,52;R$ 0,60;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29850;03/03/2017;R$ 2,27;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29854;03/03/2017;R$ 20,20;R$ 0,24;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41569;03/03/2017;R$ 35,75;R$ 0,43;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41738;03/03/2017;R$ 28,72;R$ 0,35;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41558;03/03/2017;R$ 15,70;R$ 0,19;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41702;03/03/2017;R$ 16,64;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);26102;03/03/2017;R$ 47,36;R$ 0,58;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);32729;03/03/2017;R$ 72,76;R$ 0,89;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);24571;03/03/2017;R$ 17,09;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34679;03/03/2017;R$ 4,67;R$ 0,05;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);36174;03/03/2017;R$ 10,43;R$ 0,11;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);51846;03/03/2017;R$ 13,19;R$ 0,16;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);32057;03/03/2017;R$ 31,91;R$ 0,39;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39666;03/03/2017;R$ 38,87;R$ 0,47;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);32754;03/03/2017;R$ 305,80;R$ 3,75;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);45621;03/03/2017;R$ 53,63;R$ 0,65;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33688;03/03/2017;R$ 54,16;R$ 0,66;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49907;03/03/2017;R$ 76,68;R$ 0,94;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28295;03/03/2017;R$ 1,97;R$ 0,01;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28299;03/03/2017;R$ 11,00;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28289;03/03/2017;R$ 8,50;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28287;03/03/2017;R$ 8,25;R$ 0,04;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);14581;03/03/2017;R$ 78,58;R$ 0,88;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28292;03/03/2017;R$ 11,00;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28290;03/03/2017;R$ 7,75;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28285;03/03/2017;R$ 5,50;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);29968;03/03/2017;R$ 180,96;R$ 0,93;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28281;03/03/2017;R$ 43,75;R$ 0,22;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28275;03/03/2017;R$ 72,50;R$ 0,37;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28270;03/03/2017;R$ 8,50;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28265;03/03/2017;R$ 7,75;R$ 0,04;CALCULADO
79.065.181/0031-00;Distribuidora Curitiba de Papeis e Livros S/A;9218;03/03/2017;R$ 213,90;R$ 0,18;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28335;03/03/2017;R$ 16,00;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28267;03/03/2017;R$ 3,50;R$ 0,01;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);11298;03/03/2017;R$ 6,94;R$ 0,03;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);28953;03/03/2017;R$ 3,49;R$ 0,04;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);34491;03/03/2017;R$ 17,76;R$ 0,22;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);34478;03/03/2017;R$ 65,35;R$ 0,83;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28269;03/03/2017;R$ 16,00;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28264;03/03/2017;R$ 8,00;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28260;03/03/2017;R$ 17,50;R$ 0,09;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);14504;03/03/2017;R$ 59,46;R$ 0,67;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);11277;03/03/2017;R$ 6,94;R$ 0,03;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);39330;03/03/2017;R$ 61,57;R$ 0,78;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28258;03/03/2017;R$ 17,00;R$ 0,08;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);50411;03/03/2017;R$ 2,45;R$ 0,02;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);38775;03/03/2017;R$ 25,02;R$ 0,28;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28356;03/03/2017;R$ 8,25;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28353;03/03/2017;R$ 16,00;R$ 0,08;CALCULADO
78.143.435/0001-82;Cavalin Bora & Cia Ltda;483576;03/03/2017;R$ 198,02;R$ 1,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);24565;03/03/2017;R$ 25,71;R$ 0,31;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33343;03/03/2017;R$ 42,89;R$ 0,52;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);50111;03/03/2017;R$ 44,84;R$ 0,55;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49942;03/03/2017;R$ 24,21;R$ 0,29;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34753;03/03/2017;R$ 35,86;R$ 0,44;CALCULADO
05.217.618/0001-21;CRIATIVA PRODUTOS AGROPECUARIOS LTDA;24116;03/03/2017;R$ 26,00;R$ 0,34;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);14608;03/03/2017;R$ 26,72;R$ 0,30;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);48381;03/03/2017;R$ 36,01;R$ 0,40;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);45722;03/03/2017;R$ 9,26;R$ 0,10;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);50485;03/03/2017;R$ 67,31;R$ 0,76;CALCULADO
