CNPJ;ESTABELECIMENTO COMERCIAL;NOTA;DATA DE EMISSÃO;VALOR;CRÉDITO;SITUAÇÃO DO CRÉDITO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);25936;02/04/2017;R$ 481,75;R$ 6,81;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);59216;02/04/2017;R$ 32,65;R$ 0,46;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);15102;02/04/2017;R$ 39,05;R$ 0,57;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);42206;02/04/2017;R$ 478,75;R$ 6,77;CALCULADO
14.785.223/0001-16;RIBAS COMERCIO DE CARNES LTDA ME;14063;02/04/2017;R$ 133,91;R$ 1,91;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36830;02/04/2017;R$ 33,07;R$ 0,50;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);33168;02/04/2017;R$ 32,96;R$ 0,48;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);30596;02/04/2017;R$ 33,06;R$ 0,50;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);57940;02/04/2017;R$ 8,25;R$ 0,12;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40638;02/04/2017;R$ 21,37;R$ 0,32;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40422;02/04/2017;R$ 1,99;R$ 0,03;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39696;02/04/2017;R$ 15,59;R$ 0,23;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);60121;02/04/2017;R$ 7,85;R$ 0,12;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);38254;02/04/2017;R$ 20,98;R$ 0,29;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33004;02/04/2017;R$ 3,00;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32974;02/04/2017;R$ 13,00;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32976;02/04/2017;R$ 7,50;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40518;02/04/2017;R$ 60,17;R$ 0,92;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37625;02/04/2017;R$ 72,84;R$ 1,12;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40613;02/04/2017;R$ 77,45;R$ 1,19;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33012;02/04/2017;R$ 8,25;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33009;02/04/2017;R$ 8,25;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32999;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32998;02/04/2017;R$ 11,00;R$ 0,07;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32992;02/04/2017;R$ 5,00;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32964;02/04/2017;R$ 11,00;R$ 0,07;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32952;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32941;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32930;02/04/2017;R$ 8,00;R$ 0,05;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);56334;02/04/2017;R$ 15,44;R$ 0,22;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);36315;02/04/2017;R$ 13,79;R$ 0,20;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8077;02/04/2017;R$ 55,50;R$ 0,12;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8106;02/04/2017;R$ 60,50;R$ 0,13;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8058;02/04/2017;R$ 45,00;R$ 0,10;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44987;02/04/2017;R$ 15,29;R$ 0,22;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8070;02/04/2017;R$ 54,00;R$ 0,12;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);41511;02/04/2017;R$ 5,98;R$ 0,08;CALCULADO
81.402.711/0001-94;MARCIO ROGERIO BENTIVOGLIO;45870;02/04/2017;R$ 6,70;R$ 0,00;CALCULADO
81.402.711/0001-94;MARCIO ROGERIO BENTIVOGLIO;9725;02/04/2017;R$ 2,85;R$ 0,00;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38135;02/04/2017;R$ 9,42;R$ 0,14;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37587;02/04/2017;R$ 35,62;R$ 0,54;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47361;02/04/2017;R$ 5,81;R$ 0,08;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);53835;02/04/2017;R$ 6,90;R$ 0,10;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38666;02/04/2017;R$ 44,86;R$ 0,69;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33000;02/04/2017;R$ 15,50;R$ 0,10;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32927;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33007;02/04/2017;R$ 11,00;R$ 0,07;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32970;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32945;02/04/2017;R$ 5,50;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32944;02/04/2017;R$ 3,22;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32915;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);18627;02/04/2017;R$ 6,50;R$ 0,09;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8107;02/04/2017;R$ 59,50;R$ 0,13;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8097;02/04/2017;R$ 46,50;R$ 0,10;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39700;02/04/2017;R$ 75,37;R$ 1,16;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39803;02/04/2017;R$ 13,44;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);60159;02/04/2017;R$ 39,67;R$ 0,61;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40537;02/04/2017;R$ 20,01;R$ 0,30;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38196;02/04/2017;R$ 102,81;R$ 1,58;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);36573;02/04/2017;R$ 18,06;R$ 0,26;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46440;02/04/2017;R$ 24,58;R$ 0,37;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37557;02/04/2017;R$ 138,61;R$ 2,13;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37547;02/04/2017;R$ 22,22;R$ 0,34;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46421;02/04/2017;R$ 52,55;R$ 0,80;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);61045;02/04/2017;R$ 28,68;R$ 0,44;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40549;02/04/2017;R$ 21,48;R$ 0,33;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40498;02/04/2017;R$ 80,22;R$ 1,23;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);60110;02/04/2017;R$ 19,03;R$ 0,29;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33027;02/04/2017;R$ 5,50;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33020;02/04/2017;R$ 5,50;R$ 0,03;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44443;02/04/2017;R$ 52,72;R$ 0,77;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33013;02/04/2017;R$ 22,00;R$ 0,14;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33030;02/04/2017;R$ 11,25;R$ 0,07;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33011;02/04/2017;R$ 10,00;R$ 0,06;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32979;02/04/2017;R$ 17,00;R$ 0,11;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);36902;02/04/2017;R$ 45,74;R$ 0,64;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);44457;02/04/2017;R$ 37,05;R$ 0,52;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);35648;02/04/2017;R$ 14,99;R$ 0,21;CALCULADO
81.402.711/0001-94;MARCIO ROGERIO BENTIVOGLIO;45862;02/04/2017;R$ 83,68;R$ 0,00;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8052;02/04/2017;R$ 48,00;R$ 0,10;CALCULADO
14.785.223/0001-16;RIBAS COMERCIO DE CARNES LTDA ME;14039;02/04/2017;R$ 144,88;R$ 2,07;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);19162;02/04/2017;R$ 26,41;R$ 0,38;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);36183;02/04/2017;R$ 11,44;R$ 0,16;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);12908;02/04/2017;R$ 13,66;R$ 0,19;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);36842;02/04/2017;R$ 145,54;R$ 2,05;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);36932;02/04/2017;R$ 28,98;R$ 0,40;CALCULADO
14.785.223/0001-16;RIBAS COMERCIO DE CARNES LTDA ME;14049;02/04/2017;R$ 100,31;R$ 1,43;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);25607;02/04/2017;R$ 25,58;R$ 0,37;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);19319;02/04/2017;R$ 136,21;R$ 1,97;CALCULADO
14.785.223/0001-16;RIBAS COMERCIO DE CARNES LTDA ME;14044;02/04/2017;R$ 29,00;R$ 0,41;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8086;02/04/2017;R$ 47,50;R$ 0,10;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);38194;02/04/2017;R$ 2,69;R$ 0,03;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);36827;02/04/2017;R$ 9,29;R$ 0,13;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);34410;02/04/2017;R$ 0,99;R$ 0,01;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);53765;02/04/2017;R$ 10,93;R$ 0,15;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);47019;02/04/2017;R$ 6,22;R$ 0,09;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39704;02/04/2017;R$ 15,98;R$ 0,24;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46256;02/04/2017;R$ 11,23;R$ 0,17;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46374;02/04/2017;R$ 29,74;R$ 0,45;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38140;02/04/2017;R$ 13,19;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37568;02/04/2017;R$ 56,99;R$ 0,87;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39678;02/04/2017;R$ 16,38;R$ 0,25;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36886;02/04/2017;R$ 75,20;R$ 1,15;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);58015;02/04/2017;R$ 31,86;R$ 0,49;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32986;02/04/2017;R$ 5,00;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32981;02/04/2017;R$ 2,00;R$ 0,01;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32969;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);58020;02/04/2017;R$ 58,96;R$ 0,90;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40694;02/04/2017;R$ 315,26;R$ 4,85;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46140;02/04/2017;R$ 69,77;R$ 1,07;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38656;02/04/2017;R$ 25,40;R$ 0,39;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37460;02/04/2017;R$ 26,06;R$ 0,40;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39625;02/04/2017;R$ 7,85;R$ 0,12;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46283;02/04/2017;R$ 15,50;R$ 0,23;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38113;02/04/2017;R$ 5,72;R$ 0,08;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);60023;02/04/2017;R$ 34,77;R$ 0,53;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32995;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32977;02/04/2017;R$ 16,50;R$ 0,11;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32954;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46244;02/04/2017;R$ 37,99;R$ 0,58;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32942;02/04/2017;R$ 8,25;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39653;02/04/2017;R$ 8,52;R$ 0,13;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);61182;02/04/2017;R$ 31,31;R$ 0,48;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46155;02/04/2017;R$ 14,55;R$ 0,22;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47399;02/04/2017;R$ 9,62;R$ 0,14;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);30750;02/04/2017;R$ 21,58;R$ 0,33;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38126;02/04/2017;R$ 45,03;R$ 0,69;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47479;02/04/2017;R$ 41,62;R$ 0,64;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32926;02/04/2017;R$ 22,50;R$ 0,15;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32916;02/04/2017;R$ 15,50;R$ 0,10;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40619;02/04/2017;R$ 16,93;R$ 0,26;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);57797;02/04/2017;R$ 24,11;R$ 0,37;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);61156;02/04/2017;R$ 31,10;R$ 0,47;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46367;02/04/2017;R$ 2,27;R$ 0,03;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46164;02/04/2017;R$ 92,47;R$ 1,42;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32984;02/04/2017;R$ 4,10;R$ 0,02;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44958;02/04/2017;R$ 8,70;R$ 0,12;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44990;02/04/2017;R$ 50,50;R$ 0,74;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44925;02/04/2017;R$ 94,15;R$ 1,38;CALCULADO
77.044.618/0047-60;BALAROTI COMERCIO DE MATERIAIS DE CONSTRUCAO S A 7704461800;27635;02/04/2017;R$ 13,80;R$ 0,07;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);37137;02/04/2017;R$ 21,50;R$ 0,31;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);36601;02/04/2017;R$ 123,34;R$ 1,82;CALCULADO
14.785.223/0001-16;RIBAS COMERCIO DE CARNES LTDA ME;14064;02/04/2017;R$ 18,81;R$ 0,26;CALCULADO
14.785.223/0001-16;RIBAS COMERCIO DE CARNES LTDA ME;14062;02/04/2017;R$ 32,90;R$ 0,47;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44982;02/04/2017;R$ 41,18;R$ 0,60;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44567;02/04/2017;R$ 12,00;R$ 0,17;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);37042;02/04/2017;R$ 32,11;R$ 0,47;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);50600;02/04/2017;R$ 155,36;R$ 2,29;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);36656;02/04/2017;R$ 21,21;R$ 0,31;CALCULADO
14.785.223/0001-16;RIBAS COMERCIO DE CARNES LTDA ME;14053;02/04/2017;R$ 118,72;R$ 1,70;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);47060;02/04/2017;R$ 8,43;R$ 0,12;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);38312;02/04/2017;R$ 20,43;R$ 0,28;CALCULADO
81.402.711/0001-94;MARCIO ROGERIO BENTIVOGLIO;45861;02/04/2017;R$ 35,97;R$ 0,00;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);47122;02/04/2017;R$ 37,43;R$ 0,54;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);36856;02/04/2017;R$ 9,30;R$ 0,13;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);49028;02/04/2017;R$ 18,95;R$ 0,26;CALCULADO
81.402.711/0001-94;MARCIO ROGERIO BENTIVOGLIO;45866;02/04/2017;R$ 16,24;R$ 0,00;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);53850;02/04/2017;R$ 2,24;R$ 0,03;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);44274;02/04/2017;R$ 60,91;R$ 0,86;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);42254;02/04/2017;R$ 28,78;R$ 0,40;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);44381;02/04/2017;R$ 6,50;R$ 0,09;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32967;02/04/2017;R$ 16,50;R$ 0,11;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39708;02/04/2017;R$ 9,92;R$ 0,15;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47433;02/04/2017;R$ 31,89;R$ 0,49;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47364;02/04/2017;R$ 13,03;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46404;02/04/2017;R$ 11,98;R$ 0,18;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40593;02/04/2017;R$ 3,99;R$ 0,06;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);58016;02/04/2017;R$ 8,45;R$ 0,13;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38662;02/04/2017;R$ 5,77;R$ 0,08;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46276;02/04/2017;R$ 15,97;R$ 0,24;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38751;02/04/2017;R$ 5,99;R$ 0,09;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32959;02/04/2017;R$ 34,00;R$ 0,23;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);36248;02/04/2017;R$ 8,50;R$ 0,12;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);37421;02/04/2017;R$ 21,99;R$ 0,31;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);56338;02/04/2017;R$ 10,51;R$ 0,15;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37457;02/04/2017;R$ 115,03;R$ 1,77;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46390;02/04/2017;R$ 11,13;R$ 0,17;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39865;02/04/2017;R$ 3,38;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);46313;02/04/2017;R$ 60,75;R$ 0,93;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);39828;02/04/2017;R$ 12,37;R$ 0,19;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32937;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
81.402.711/0001-94;MARCIO ROGERIO BENTIVOGLIO;45864;02/04/2017;R$ 9,80;R$ 0,00;CALCULADO
81.402.711/0001-94;MARCIO ROGERIO BENTIVOGLIO;45943;02/04/2017;R$ 16,65;R$ 0,00;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);34436;02/04/2017;R$ 170,10;R$ 2,46;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);36300;02/04/2017;R$ 29,18;R$ 0,42;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);38191;02/04/2017;R$ 19,60;R$ 0,27;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32994;02/04/2017;R$ 15,25;R$ 0,10;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32951;02/04/2017;R$ 15,50;R$ 0,10;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32943;02/04/2017;R$ 31,00;R$ 0,21;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32923;02/04/2017;R$ 15,00;R$ 0,10;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8082;02/04/2017;R$ 73,50;R$ 0,16;CALCULADO
24.977.932/0001-57;IZYUM ALIMENTOS LTDA ME;8081;02/04/2017;R$ 95,00;R$ 0,21;CALCULADO
