CNPJ;ESTABELECIMENTO COMERCIAL;NOTA;DATA DE EMISSÃO;VALOR;CRÉDITO;SITUAÇÃO DO CRÉDITO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);48081;01/04/2017;R$ 27,90;R$ 0,42;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);20371;01/04/2017;R$ 75,19;R$ 1,15;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);40484;01/04/2017;R$ 12,82;R$ 0,19;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36730;01/04/2017;R$ 3,78;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);5497;01/04/2017;R$ 80,03;R$ 1,23;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);35743;01/04/2017;R$ 59,17;R$ 0,40;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);32364;01/04/2017;R$ 23,32;R$ 0,15;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);33786;01/04/2017;R$ 213,61;R$ 1,45;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;450;01/04/2017;R$ 86,90;R$ 0,00;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);45705;01/04/2017;R$ 114,26;R$ 1,68;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84500;01/04/2017;R$ 15,00;R$ 0,48;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25044;01/04/2017;R$ 11,00;R$ 0,08;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);15348;01/04/2017;R$ 15,77;R$ 0,24;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47919;01/04/2017;R$ 21,85;R$ 0,33;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29972;01/04/2017;R$ 13,05;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);30004;01/04/2017;R$ 7,50;R$ 0,11;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);52713;01/04/2017;R$ 68,35;R$ 1,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29980;01/04/2017;R$ 2,75;R$ 0,04;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47890;01/04/2017;R$ 7,37;R$ 0,11;CALCULADO
09.408.933/0001-97;Vivan Carnes - Almv Comercio de Carnes Ltda;5169;01/04/2017;R$ 102,29;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);34378;01/04/2017;R$ 19,62;R$ 0,13;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);36837;01/04/2017;R$ 11,00;R$ 0,07;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84592;01/04/2017;R$ 48,50;R$ 1,55;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);48059;01/04/2017;R$ 30,45;R$ 0,46;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);57526;01/04/2017;R$ 10,93;R$ 0,16;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);5480;01/04/2017;R$ 8,13;R$ 0,12;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34231;01/04/2017;R$ 473,27;R$ 7,28;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;24966;01/04/2017;R$ 1,35;R$ 0,01;CALCULADO
04.795.933/0001-73;M. T. PIANOWSKI CIA LTDA;54074;01/04/2017;R$ 60,00;R$ 0,00;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);52768;01/04/2017;R$ 92,24;R$ 1,41;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);42448;01/04/2017;R$ 27,34;R$ 0,42;CALCULADO
04.795.933/0001-73;M. T. PIANOWSKI CIA LTDA;54081;01/04/2017;R$ 10,00;R$ 0,00;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47219;01/04/2017;R$ 87,50;R$ 1,34;CALCULADO
78.061.132/0001-10;COMERCIO DE PLASTICOS STOCCO LTDA;121465;01/04/2017;R$ 17,60;R$ 0,64;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29988;01/04/2017;R$ 13,50;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);42693;01/04/2017;R$ 2,99;R$ 0,04;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25032;01/04/2017;R$ 21,00;R$ 0,15;CALCULADO
17.032.246/0001-48;FARMACIA P B 2 DE PONTA GROSSA LTDA;24675;01/04/2017;R$ 75,02;R$ 0,00;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);30015;01/04/2017;R$ 22,66;R$ 0,34;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29967;01/04/2017;R$ 4,10;R$ 0,06;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);30009;01/04/2017;R$ 22,80;R$ 0,35;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);60733;01/04/2017;R$ 16,89;R$ 0,25;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);48115;01/04/2017;R$ 25,44;R$ 0,39;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34320;01/04/2017;R$ 24,85;R$ 0,38;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38067;01/04/2017;R$ 18,12;R$ 0,27;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36708;01/04/2017;R$ 46,33;R$ 0,71;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38077;01/04/2017;R$ 27,67;R$ 0,42;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);38041;01/04/2017;R$ 28,14;R$ 0,43;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37458;01/04/2017;R$ 44,08;R$ 0,67;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);13337;01/04/2017;R$ 10,15;R$ 0,06;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36629;01/04/2017;R$ 7,59;R$ 0,11;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);5431;01/04/2017;R$ 20,75;R$ 0,31;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84515;01/04/2017;R$ 10,50;R$ 0,33;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84571;01/04/2017;R$ 64,00;R$ 2,04;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84442;01/04/2017;R$ 20,50;R$ 0,65;CALCULADO
08.008.661/0011-47;AGRICER DIST. E COM. DE PROD ALIMENT. LTDA;20982;01/04/2017;R$ 966,60;R$ 0,95;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);20586;01/04/2017;R$ 10,85;R$ 0,07;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37888;01/04/2017;R$ 30,37;R$ 0,46;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37930;01/04/2017;R$ 259,27;R$ 3,99;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34144;01/04/2017;R$ 35,10;R$ 0,54;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47903;01/04/2017;R$ 5,50;R$ 0,08;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);30003;01/04/2017;R$ 19,65;R$ 0,30;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);52753;01/04/2017;R$ 45,82;R$ 0,70;CALCULADO
79.065.181/0031-00;Distribuidora Curitiba de Papeis e Livros S/A;11571;01/04/2017;R$ 33,00;R$ 0,02;CALCULADO
04.795.933/0001-73;M. T. PIANOWSKI CIA LTDA;54079;01/04/2017;R$ 50,00;R$ 0,00;CALCULADO
04.795.933/0001-73;M. T. PIANOWSKI CIA LTDA;54080;01/04/2017;R$ 93,89;R$ 0,00;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);5460;01/04/2017;R$ 16,42;R$ 0,25;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);52676;01/04/2017;R$ 14,17;R$ 0,21;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);47351;01/04/2017;R$ 12,85;R$ 0,19;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34286;01/04/2017;R$ 20,46;R$ 0,31;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);13309;01/04/2017;R$ 10,75;R$ 0,07;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);30100;01/04/2017;R$ 16,40;R$ 0,25;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);48171;01/04/2017;R$ 10,15;R$ 0,15;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);57541;01/04/2017;R$ 63,58;R$ 0,97;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);12553;01/04/2017;R$ 53,29;R$ 0,82;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84618;02/04/2017;R$ 17,00;R$ 0,54;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84640;02/04/2017;R$ 48,00;R$ 1,53;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6667;02/04/2017;R$ 23,87;R$ 0,17;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6670;02/04/2017;R$ 20,49;R$ 0,15;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52131;02/04/2017;R$ 17,49;R$ 0,11;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);35698;02/04/2017;R$ 23,64;R$ 0,16;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;458;02/04/2017;R$ 90,84;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52107;02/04/2017;R$ 66,69;R$ 0,45;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);40923;02/04/2017;R$ 28,68;R$ 0,42;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);40935;02/04/2017;R$ 71,34;R$ 1,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);30657;02/04/2017;R$ 26,25;R$ 0,17;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84619;02/04/2017;R$ 54,00;R$ 1,72;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84602;02/04/2017;R$ 14,50;R$ 0,46;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84643;02/04/2017;R$ 64,00;R$ 2,04;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;456;02/04/2017;R$ 179,78;R$ 0,00;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);40943;02/04/2017;R$ 1,69;R$ 0,02;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52121;02/04/2017;R$ 35,13;R$ 0,23;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52108;02/04/2017;R$ 16,67;R$ 0,11;CALCULADO
09.408.933/0001-97;Vivan Carnes - Almv Comercio de Carnes Ltda;5277;02/04/2017;R$ 14,85;R$ 0,00;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25217;02/04/2017;R$ 4,50;R$ 0,03;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25191;02/04/2017;R$ 2,50;R$ 0,01;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25188;02/04/2017;R$ 38,95;R$ 0,29;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6672;02/04/2017;R$ 5,29;R$ 0,03;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6668;02/04/2017;R$ 44,01;R$ 0,32;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25226;02/04/2017;R$ 34,90;R$ 0,26;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25219;02/04/2017;R$ 12,26;R$ 0,09;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25232;02/04/2017;R$ 12,97;R$ 0,09;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25154;02/04/2017;R$ 26,29;R$ 0,19;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25194;02/04/2017;R$ 1,99;R$ 0,01;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25242;02/04/2017;R$ 20,00;R$ 0,14;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);34748;02/04/2017;R$ 6,90;R$ 0,04;CALCULADO
09.408.933/0001-97;Vivan Carnes - Almv Comercio de Carnes Ltda;5318;02/04/2017;R$ 28,08;R$ 0,00;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25195;02/04/2017;R$ 2,50;R$ 0,01;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25171;02/04/2017;R$ 2,79;R$ 0,02;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6686;02/04/2017;R$ 49,99;R$ 0,37;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6679;02/04/2017;R$ 14,89;R$ 0,11;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;464;02/04/2017;R$ 194,17;R$ 0,00;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84639;02/04/2017;R$ 28,00;R$ 0,89;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6683;02/04/2017;R$ 4,50;R$ 0,03;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6677;02/04/2017;R$ 8,75;R$ 0,06;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6676;02/04/2017;R$ 19,14;R$ 0,14;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6684;02/04/2017;R$ 25,51;R$ 0,19;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84660;02/04/2017;R$ 16,00;R$ 0,51;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6666;02/04/2017;R$ 21,00;R$ 0,15;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25170;02/04/2017;R$ 34,90;R$ 0,26;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;463;02/04/2017;R$ 95,80;R$ 0,00;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;462;02/04/2017;R$ 90,13;R$ 0,00;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25142;02/04/2017;R$ 2,99;R$ 0,02;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25235;02/04/2017;R$ 2,58;R$ 0,01;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52070;02/04/2017;R$ 22,73;R$ 0,15;CALCULADO
16.464.708/0001-33;VARANDA GASTRONOMIA LTDA;26292;02/04/2017;R$ 32,40;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);37070;02/04/2017;R$ 126,58;R$ 0,86;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25158;02/04/2017;R$ 22,30;R$ 0,16;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);31268;02/04/2017;R$ 49,69;R$ 0,33;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52117;02/04/2017;R$ 64,45;R$ 0,43;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52060;02/04/2017;R$ 11,34;R$ 0,07;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);35755;02/04/2017;R$ 11,25;R$ 0,07;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);35641;02/04/2017;R$ 86,09;R$ 0,58;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52144;02/04/2017;R$ 10,26;R$ 0,06;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52123;02/04/2017;R$ 35,53;R$ 0,24;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);13367;02/04/2017;R$ 2,07;R$ 0,01;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84659;02/04/2017;R$ 28,00;R$ 0,89;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84612;02/04/2017;R$ 49,00;R$ 1,56;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84599;02/04/2017;R$ 43,00;R$ 1,37;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84603;02/04/2017;R$ 32,00;R$ 1,02;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84604;02/04/2017;R$ 17,00;R$ 0,54;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84605;02/04/2017;R$ 27,50;R$ 0,88;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84663;02/04/2017;R$ 22,00;R$ 0,70;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);31260;02/04/2017;R$ 11,76;R$ 0,08;CALCULADO
09.408.933/0001-97;Vivan Carnes - Almv Comercio de Carnes Ltda;5292;02/04/2017;R$ 49,99;R$ 0,00;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);40945;02/04/2017;R$ 10,86;R$ 0,16;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6663;02/04/2017;R$ 90,00;R$ 0,67;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);13387;02/04/2017;R$ 7,71;R$ 0,05;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25136;02/04/2017;R$ 4,00;R$ 0,02;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84597;02/04/2017;R$ 21,50;R$ 0,68;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28585;02/04/2017;R$ 58,45;R$ 0,39;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);30709;02/04/2017;R$ 31,20;R$ 0,21;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;461;02/04/2017;R$ 22,20;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);31289;02/04/2017;R$ 25,27;R$ 0,17;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25228;02/04/2017;R$ 39,00;R$ 0,29;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84629;02/04/2017;R$ 62,00;R$ 1,98;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;454;02/04/2017;R$ 47,52;R$ 0,00;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84626;02/04/2017;R$ 66,00;R$ 2,11;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84632;02/04/2017;R$ 26,00;R$ 0,83;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84613;02/04/2017;R$ 59,50;R$ 1,90;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84600;02/04/2017;R$ 19,50;R$ 0,62;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);31304;02/04/2017;R$ 48,50;R$ 0,33;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84611;02/04/2017;R$ 22,00;R$ 0,70;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84641;02/04/2017;R$ 16,00;R$ 0,51;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);13381;02/04/2017;R$ 12,60;R$ 0,08;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;460;02/04/2017;R$ 48,23;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);30671;02/04/2017;R$ 8,75;R$ 0,05;CALCULADO
79.065.181/0031-00;Distribuidora Curitiba de Papeis e Livros S/A;11757;02/04/2017;R$ 114,80;R$ 0,09;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25133;02/04/2017;R$ 35,80;R$ 0,26;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);40986;02/04/2017;R$ 23,17;R$ 0,34;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28582;02/04/2017;R$ 15,98;R$ 0,10;CALCULADO
09.408.933/0001-97;Vivan Carnes - Almv Comercio de Carnes Ltda;5283;02/04/2017;R$ 13,00;R$ 0,00;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84661;02/04/2017;R$ 32,00;R$ 1,02;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;84662;02/04/2017;R$ 45,00;R$ 1,44;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);40881;02/04/2017;R$ 50,92;R$ 0,75;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52120;02/04/2017;R$ 8,97;R$ 0,06;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37583;02/04/2017;R$ 613,25;R$ 9,43;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);36611;02/04/2017;R$ 267,75;R$ 3,95;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44973;02/04/2017;R$ 32,76;R$ 0,48;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44563;02/04/2017;R$ 32,94;R$ 0,48;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);59877;02/04/2017;R$ 269,36;R$ 4,14;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);37335;02/04/2017;R$ 32,70;R$ 0,46;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44515;02/04/2017;R$ 554,43;R$ 8,18;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);40894;02/04/2017;R$ 138,50;R$ 2,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);13378;02/04/2017;R$ 12,29;R$ 0,08;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);37641;02/04/2017;R$ 112,00;R$ 1,72;CALCULADO
76.189.406/0029-27;CONDOR SUPER CENTER LTDA;56589;02/04/2017;R$ 82,32;R$ 0,33;CALCULADO
19.314.389/0001-78;OJAIMI E OJAIMI COM. DE REF. LTDA;455;02/04/2017;R$ 52,69;R$ 0,00;CALCULADO
76.430.438/0038-63;IRMAOS MUFFATO E CIA LTDA;55559;02/04/2017;R$ 108,07;R$ 0,03;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);61018;02/04/2017;R$ 5,38;R$ 0,08;CALCULADO
79.379.491/0041-70;HAVAN LOJAS DE DEPARTAMENTOS LTDA;89391;02/04/2017;R$ 439,93;R$ 11,56;CALCULADO
13.774.167/0001-51;JI COMERCIO DE COMBUSTIVEL LTDA - ME;138367;02/04/2017;R$ 488,65;R$ 1,05;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);30705;02/04/2017;R$ 40,88;R$ 0,27;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);31314;02/04/2017;R$ 6,18;R$ 0,04;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25165;02/04/2017;R$ 1,75;R$ 0,01;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25189;02/04/2017;R$ 2,50;R$ 0,01;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25148;02/04/2017;R$ 6,72;R$ 0,05;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6678;02/04/2017;R$ 11,85;R$ 0,08;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25218;02/04/2017;R$ 1,20;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);66425;02/04/2017;R$ 21,01;R$ 0,14;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52067;02/04/2017;R$ 15,93;R$ 0,10;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25216;02/04/2017;R$ 13,30;R$ 0,09;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25224;02/04/2017;R$ 7,97;R$ 0,05;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25229;02/04/2017;R$ 9,35;R$ 0,07;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44623;02/04/2017;R$ 72,12;R$ 1,06;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);13372;02/04/2017;R$ 8,80;R$ 0,05;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);40879;02/04/2017;R$ 22,32;R$ 0,32;CALCULADO
09.408.933/0001-97;Vivan Carnes - Almv Comercio de Carnes Ltda;5286;02/04/2017;R$ 129,93;R$ 0,00;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;6675;02/04/2017;R$ 4,18;R$ 0,03;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25213;02/04/2017;R$ 7,00;R$ 0,05;CALCULADO
94.505.559/0002-06;VILMAR ANTONIO COMIN & CIA LTDA;25221;02/04/2017;R$ 1,99;R$ 0,01;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);52127;02/04/2017;R$ 43,12;R$ 0,29;CALCULADO
