CNPJ;ESTABELECIMENTO COMERCIAL;NOTA;DATA DE EMISSÃO;VALOR;CRÉDITO;SITUAÇÃO DO CRÉDITO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28245;02/03/2017;R$ 6,75;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28243;02/03/2017;R$ 8,25;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28240;02/03/2017;R$ 8,00;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28237;02/03/2017;R$ 16,00;R$ 0,08;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28236;02/03/2017;R$ 8,75;R$ 0,04;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28235;02/03/2017;R$ 7,25;R$ 0,03;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);42400;02/03/2017;R$ 27,58;R$ 0,31;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);8650;02/03/2017;R$ 19,67;R$ 0,22;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);29821;02/03/2017;R$ 59,15;R$ 0,65;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33461;02/03/2017;R$ 8,17;R$ 0,10;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);24438;02/03/2017;R$ 17,97;R$ 0,22;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33708;02/03/2017;R$ 20,00;R$ 0,24;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34678;02/03/2017;R$ 25,09;R$ 0,30;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);32777;02/03/2017;R$ 133,85;R$ 1,48;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);32727;02/03/2017;R$ 68,82;R$ 0,76;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29508;02/03/2017;R$ 264,86;R$ 3,24;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33441;02/03/2017;R$ 20,00;R$ 0,24;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;80118;02/03/2017;R$ 10,00;R$ 0,00;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);29831;02/03/2017;R$ 31,84;R$ 0,35;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);31054;02/03/2017;R$ 2,20;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36857;02/03/2017;R$ 3,99;R$ 0,04;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49867;02/03/2017;R$ 16,34;R$ 0,20;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33129;02/03/2017;R$ 27,83;R$ 0,34;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49658;02/03/2017;R$ 9,95;R$ 0,12;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;80016;02/03/2017;R$ 25,50;R$ 0,02;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);45377;02/03/2017;R$ 25,98;R$ 0,28;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);35985;02/03/2017;R$ 5,24;R$ 0,05;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);24480;02/03/2017;R$ 34,04;R$ 0,41;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);31884;02/03/2017;R$ 5,65;R$ 0,06;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29580;02/03/2017;R$ 677,46;R$ 8,31;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);48634;02/03/2017;R$ 13,50;R$ 0,14;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);25805;02/03/2017;R$ 30,68;R$ 0,33;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41104;02/03/2017;R$ 23,57;R$ 0,28;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36850;02/03/2017;R$ 22,93;R$ 0,28;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);25828;02/03/2017;R$ 125,36;R$ 1,38;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);45102;02/03/2017;R$ 2,11;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36856;02/03/2017;R$ 5,66;R$ 0,06;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49780;02/03/2017;R$ 49,12;R$ 0,60;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36895;02/03/2017;R$ 22,85;R$ 0,28;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);25929;02/03/2017;R$ 28,94;R$ 0,35;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36750;02/03/2017;R$ 3,94;R$ 0,04;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41103;02/03/2017;R$ 3,30;R$ 0,04;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33680;02/03/2017;R$ 23,73;R$ 0,29;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36769;02/03/2017;R$ 15,18;R$ 0,18;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49701;02/03/2017;R$ 3,29;R$ 0,04;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);51534;02/03/2017;R$ 3,21;R$ 0,03;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49676;02/03/2017;R$ 3,98;R$ 0,04;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49671;02/03/2017;R$ 42,31;R$ 0,51;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);43839;02/03/2017;R$ 10,49;R$ 0,11;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);24543;02/03/2017;R$ 57,27;R$ 0,70;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36828;02/03/2017;R$ 6,67;R$ 0,08;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);31734;02/03/2017;R$ 11,97;R$ 0,14;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);43862;02/03/2017;R$ 12,63;R$ 0,13;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);48818;02/03/2017;R$ 13,84;R$ 0,15;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49912;02/03/2017;R$ 20,24;R$ 0,24;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);53448;02/03/2017;R$ 33,59;R$ 0,41;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33697;02/03/2017;R$ 306,95;R$ 3,76;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);53451;02/03/2017;R$ 9,44;R$ 0,11;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);29563;02/03/2017;R$ 5,49;R$ 0,06;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);51743;02/03/2017;R$ 12,37;R$ 0,15;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49710;02/03/2017;R$ 18,74;R$ 0,22;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);33111;02/03/2017;R$ 10,88;R$ 0,13;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);25942;02/03/2017;R$ 1,64;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);34710;02/03/2017;R$ 26,06;R$ 0,31;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);31747;02/03/2017;R$ 44,40;R$ 0,54;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49783;02/03/2017;R$ 1,15;R$ 0,01;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);35647;02/03/2017;R$ 13,74;R$ 0,15;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);41797;02/03/2017;R$ 37,52;R$ 0,41;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41254;02/03/2017;R$ 57,12;R$ 0,70;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);31714;02/03/2017;R$ 130,57;R$ 1,60;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;80052;02/03/2017;R$ 6,00;R$ 0,00;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79999;02/03/2017;R$ 18,00;R$ 0,01;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;80096;02/03/2017;R$ 29,50;R$ 0,02;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49898;02/03/2017;R$ 1,10;R$ 0,01;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);49601;02/03/2017;R$ 29,60;R$ 0,36;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);41137;02/03/2017;R$ 35,69;R$ 0,43;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);28773;02/03/2017;R$ 44,94;R$ 0,49;CALCULADO
