CNPJ;ESTABELECIMENTO COMERCIAL;NOTA;DATA DE EMISSÃO;VALOR;CRÉDITO;SITUAÇÃO DO CRÉDITO
08.186.139/0006-98;GOOD FOOD COMERCIO DE ALIMENTOS S/A;34509;02/03/2017;R$ 20,40;R$ 0,75;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;10289;02/03/2017;R$ 25,38;R$ 0,00;CALCULADO
79.065.181/0031-00;Distribuidora Curitiba de Papeis e Livros S/A;9734;02/03/2017;R$ 12,80;R$ 0,01;CALCULADO
08.186.139/0006-98;GOOD FOOD COMERCIO DE ALIMENTOS S/A;34508;02/03/2017;R$ 25,90;R$ 0,95;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28248;02/03/2017;R$ 17,67;R$ 0,09;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28214;02/03/2017;R$ 11,00;R$ 0,05;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;10249;02/03/2017;R$ 49,87;R$ 0,00;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28249;02/03/2017;R$ 7,50;R$ 0,03;CALCULADO
80.221.013/0001-20;TOZETTO & CIA LTDA (VE);28241;02/03/2017;R$ 5,50;R$ 0,02;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;6178;02/03/2017;R$ 32,53;R$ 0,00;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);32042;02/03/2017;R$ 232,18;R$ 2,96;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);39030;02/03/2017;R$ 12,29;R$ 0,15;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38396;02/03/2017;R$ 3,47;R$ 0,04;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);44437;02/03/2017;R$ 55,93;R$ 0,71;CALCULADO
