CNPJ;ESTABELECIMENTO COMERCIAL;NOTA;DATA DE EMISSÃO;VALOR;CRÉDITO;SITUAÇÃO DO CRÉDITO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);36428;01/03/2017;R$ 5,63;R$ 0,06;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);35192;01/03/2017;R$ 21,98;R$ 0,24;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);30821;01/03/2017;R$ 35,04;R$ 0,38;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79960;01/03/2017;R$ 14,00;R$ 0,01;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;3964;01/03/2017;R$ 5,28;R$ 0,00;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4008;01/03/2017;R$ 20,10;R$ 0,00;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;3975;01/03/2017;R$ 5,16;R$ 0,00;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;3978;01/03/2017;R$ 5,50;R$ 0,00;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79885;01/03/2017;R$ 4,50;R$ 0,00;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);30913;01/03/2017;R$ 5,25;R$ 0,05;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79964;01/03/2017;R$ 22,00;R$ 0,02;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);30922;01/03/2017;R$ 8,75;R$ 0,09;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4231;01/03/2017;R$ 6,76;R$ 0,00;CALCULADO
15.870.761/0002-52;V TRAIANO LANCHONETE LTDA ME;13325;01/03/2017;R$ 30,00;R$ 0,02;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);35872;01/03/2017;R$ 83,03;R$ 0,91;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);43484;01/03/2017;R$ 21,53;R$ 0,23;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);45108;01/03/2017;R$ 58,82;R$ 0,65;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36666;01/03/2017;R$ 23,03;R$ 0,28;CALCULADO
80.221.013/0003-91;TOZETTO & CIA LTDA(OF);36665;01/03/2017;R$ 37,42;R$ 0,45;CALCULADO
15.870.761/0002-52;V TRAIANO LANCHONETE LTDA ME;13315;01/03/2017;R$ 20,00;R$ 0,01;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);35166;01/03/2017;R$ 64,62;R$ 0,71;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4225;01/03/2017;R$ 1,46;R$ 0,00;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);42035;01/03/2017;R$ 27,99;R$ 0,31;CALCULADO
15.870.761/0002-52;V TRAIANO LANCHONETE LTDA ME;13319;01/03/2017;R$ 10,00;R$ 0,00;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);31739;01/03/2017;R$ 1,38;R$ 0,01;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4055;01/03/2017;R$ 130,44;R$ 0,00;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4040;01/03/2017;R$ 16,45;R$ 0,00;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4199;01/03/2017;R$ 10,95;R$ 0,00;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4052;01/03/2017;R$ 9,61;R$ 0,00;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);31499;01/03/2017;R$ 53,97;R$ 0,69;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);7709;01/03/2017;R$ 45,86;R$ 0,58;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38789;01/03/2017;R$ 63,75;R$ 0,81;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);38900;01/03/2017;R$ 7,12;R$ 0,09;CALCULADO
80.221.013/0005-53;TOZETTO & CIA LTDA(NR);34537;01/03/2017;R$ 5,03;R$ 0,06;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);31772;01/03/2017;R$ 20,30;R$ 0,22;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);44661;01/03/2017;R$ 49,71;R$ 0,56;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4049;01/03/2017;R$ 2,30;R$ 0,00;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4200;01/03/2017;R$ 24,72;R$ 0,00;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);47336;01/03/2017;R$ 94,77;R$ 1,04;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);30854;01/03/2017;R$ 5,90;R$ 0,06;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79940;01/03/2017;R$ 52,00;R$ 0,04;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);35207;01/03/2017;R$ 20,85;R$ 0,23;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);35970;01/03/2017;R$ 7,50;R$ 0,08;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);45150;01/03/2017;R$ 15,58;R$ 0,17;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79920;01/03/2017;R$ 22,50;R$ 0,02;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79978;01/03/2017;R$ 87,50;R$ 0,08;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79909;01/03/2017;R$ 19,50;R$ 0,01;CALCULADO
15.870.761/0002-52;SUBWAY FRANCISCO BELTRAO;79935;01/03/2017;R$ 32,00;R$ 0,02;CALCULADO
80.862.477/0003-87;GERALDO DIVONEI PEDROSO - MERCADO;4011;01/03/2017;R$ 5,08;R$ 0,00;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);35176;01/03/2017;R$ 16,90;R$ 0,18;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);48378;01/03/2017;R$ 23,98;R$ 0,26;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);31767;01/03/2017;R$ 22,35;R$ 0,25;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);24909;01/03/2017;R$ 21,10;R$ 0,23;CALCULADO
80.221.013/0004-72;TOZETTO & CIA LTDA(UV);48515;01/03/2017;R$ 1,85;R$ 0,02;CALCULADO
75.315.333/0135-10;ATACADAO S.A.;11403;01/03/2017;R$ 402,77;R$ 5,20;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);47106;01/03/2017;R$ 100,91;R$ 1,14;CALCULADO
80.221.013/0002-00;TOZETTO & CIA LTDA (JC);24829;01/03/2017;R$ 31,72;R$ 0,35;CALCULADO
00.946.057/0001-88;BARROSDIAS & CIA LTDA;30613;01/03/2017;R$ 125,00;R$ 0,00;CALCULADO
